,Time,Season,Day_of_the_week,DHI,DNI,GHI,Wind_speed,Humidity,Temperature,PV_production,Wind_production,Electric_demand
12815,2019-02-14-T11:55,1,3,133,78.6,185.4,7.1,77.418,11.64,3242,3674,26004
12816,2019-02-14-T12:00,1,3,145.2,6,149.2,7.1,77.422,11.64,3207,3523,26008
12817,2019-02-14-T12:05,1,3,190.4,9.2,196,7.08,77.64,11.6,2889,3498,26039
12818,2019-02-14-T12:10,1,3,197.6,35.4,219.4,7.04,77.656,11.6,2879,3488,25933
12819,2019-02-14-T12:15,1,3,150.2,13.4,158.8,7.02,77.76,11.58,3047,3315,25921
12820,2019-02-14-T12:20,1,3,133.2,107.2,201.6,6.98,77.658,11.6,3243,3254,25901
12821,2019-02-14-T12:25,1,3,158.8,11.8,166,6.96,77.652,11.6,3428,3257,25935
12822,2019-02-14-T12:30,1,3,112.2,5.2,115.6,6.96,77.768,11.58,3652,3247,25865
12823,2019-02-14-T12:35,1,3,111,4,113.4,6.92,75.538,11.6,3266,3262,25783
12824,2019-02-14-T12:40,1,3,168.8,24,183.8,6.88,75.638,11.58,3475,3248,25803
12825,2019-02-14-T12:45,1,3,145,11.2,152,6.86,75.638,11.58,3826,3185,25675
12826,2019-02-14-T12:50,1,3,113.4,8.2,118.6,6.82,75.666,11.58,3737,3058,25642
12827,2019-02-14-T12:55,1,3,129.4,3,131.4,6.82,75.774,11.56,3540,3007,25668
12828,2019-02-14-T13:00,1,3,131.2,3.4,133,6.76,75.774,11.56,3925,3033,25654
12829,2019-02-14-T13:05,1,3,102.6,3.4,104.6,6.74,75.866,11.54,3502,3028,25629
12830,2019-02-14-T13:10,1,3,70,0,70,6.7,75.768,11.56,3318,3037,25528
12831,2019-02-14-T13:15,1,3,94,1.6,95,6.66,75.884,11.54,3945,2982,25501
12832,2019-02-14-T13:20,1,3,76.6,0,76.6,6.64,75.798,11.56,4171,3043,25366
12833,2019-02-14-T13:25,1,3,109.4,1.8,110.4,6.62,75.798,11.56,3621,3141,25388
12834,2019-02-14-T13:30,1,3,115.8,19.2,127,6.6,75.836,11.56,4024,3222,25477
12835,2019-02-14-T13:35,1,3,103.8,15.2,112.6,6.56,74.688,11.58,3859,3195,25218
12836,2019-02-14-T13:40,1,3,100.8,24,114.6,6.54,74.716,11.58,3497,3210,25130
12837,2019-02-14-T13:45,1,3,119,43.4,143.6,6.48,75,11.52,3507,3225,25087
12838,2019-02-14-T13:50,1,3,100.6,66.8,138.4,6.46,74.9,11.54,3206,3281,24894
12839,2019-02-14-T13:55,1,3,109,43.8,133.4,6.42,74.908,11.54,3489,3326,24835
12840,2019-02-14-T14:00,1,3,82.4,82.4,128,6.38,74.926,11.54,3658,3339,24746
12841,2019-02-14-T14:05,1,3,83.6,35.2,102.8,6.36,74.926,11.54,3604,3298,24667
12842,2019-02-14-T14:10,1,3,93.4,19.6,104,6.32,74.926,11.54,3420,3418,24578
12843,2019-02-14-T14:15,1,3,135.2,109.6,193,6.28,75.04,11.52,3158,3511,24524
12844,2019-02-14-T14:20,1,3,86.4,78,126.8,6.26,75.224,11.48,3108,3516,24448
12845,2019-02-14-T14:25,1,3,112.2,71.4,148.8,6.22,75.238,11.48,3132,3489,24366
12846,2019-02-14-T14:30,1,3,87.6,74.6,125.2,6.18,75.354,11.46,3245,3456,24384
12847,2019-02-14-T14:35,1,3,83.8,100,133.2,6.14,74.352,11.46,3044,3419,24348
12848,2019-02-14-T14:40,1,3,106.2,57.8,134.4,6.14,74.576,11.42,3075,3413,24291
12849,2019-02-14-T14:45,1,3,92.4,69,125.4,6.08,74.652,11.4,3006,3445,24211
12850,2019-02-14-T14:50,1,3,92,18,100.4,6.06,74.652,11.4,3062,3517,24105
12851,2019-02-14-T14:55,1,3,85.6,78.2,121.2,6.04,74.876,11.36,3222,3592,24217
12852,2019-02-14-T15:00,1,3,48.4,167.8,123.2,5.98,74.876,11.36,3019,3571,24135
12853,2019-02-14-T15:05,1,3,26.8,166.4,99.2,5.98,74.876,11.36,2864,3552,24051
12854,2019-02-14-T15:10,1,3,55.4,166.8,126,5.98,74.876,11.36,3121,3579,24090
12855,2019-02-14-T15:15,1,3,28.6,163.4,96,5.98,74.876,11.36,2669,3669,23992
12856,2019-02-14-T15:20,1,3,34.4,161.8,99.2,5.98,74.876,11.36,2426,3776,24007
12857,2019-02-14-T15:25,1,3,68.6,160,130.8,5.98,74.876,11.36,2345,3836,24081
12858,2019-02-14-T15:30,1,3,76.2,189,146.8,5.98,74.876,11.36,2054,3870,23995
12859,2019-02-14-T15:35,1,3,64.6,59,85.6,5.98,74.876,11.36,2027,3842,23991
12860,2019-02-14-T15:40,1,3,83.4,19.4,89.8,5.98,74.876,11.36,2112,3886,24056
12861,2019-02-14-T15:45,1,3,77.2,49,92.8,5.98,74.876,11.36,2679,3842,24128
12862,2019-02-14-T15:50,1,3,38.4,54.4,54.4,5.98,74.876,11.36,2203,3703,24158
12863,2019-02-14-T15:55,1,3,75,30,83.6,5.98,74.876,11.36,1964,3573,24265
12864,2019-02-14-T16:00,1,3,68.4,47.6,81.4,5.68,75.594,10.86,1861,3533,24251
12865,2019-02-14-T16:05,1,3,65,68.4,82.6,5.62,76.064,10.76,1891,3677,24327
12866,2019-02-14-T16:10,1,3,63.6,20,68.2,5.58,76.538,10.66,1825,3638,24430
12867,2019-02-14-T16:15,1,3,62.6,139.2,98.2,5.52,77.046,10.56,1800,3451,24501
12868,2019-02-14-T16:20,1,3,59,184.6,102,5.48,77.536,10.46,1739,3229,24610
12869,2019-02-14-T16:25,1,3,53.8,177,92.2,5.42,78.13,10.34,1569,3125,24751
12870,2019-02-14-T16:30,1,3,51.2,145.8,81.4,5.38,78.52,10.26,1478,3093,24852
12871,2019-02-14-T16:35,1,3,48.4,118.8,72.2,5.32,75.156,10.14,1291,3123,24974
12872,2019-02-14-T16:40,1,3,45.8,4.6,46.6,5.28,75.61,10.04,1083,3177,25070
12873,2019-02-14-T16:45,1,3,41.2,110.4,59.6,5.22,76.016,9.96,1195,3208,25145
12874,2019-02-14-T16:50,1,3,26.8,94.2,41.4,5.16,76.62,9.84,1270,3221,25308
12875,2019-02-14-T16:55,1,3,32.4,87.6,44.6,5.14,77.022,9.76,859,3176,25385
12876,2019-02-14-T17:00,1,3,25.4,80.2,35.4,5.06,77.722,9.62,550,3233,25491
12877,2019-02-14-T17:05,1,3,24,74,32,5.04,77.902,9.58,444,3268,25627
12878,2019-02-14-T17:10,1,3,18.8,63.2,24.8,5.02,78.314,9.5,318,3274,25752
12879,2019-02-14-T17:15,1,3,17,53.8,21.2,5,78.528,9.46,209,3188,25937
12880,2019-02-14-T17:20,1,3,10.6,43.8,13.4,4.96,78.726,9.42,147,3027,26130
12881,2019-02-14-T17:25,1,3,8,33,9.6,4.92,79.142,9.34,78,2913,26332
12882,2019-02-14-T17:30,1,3,5.4,22,6.2,4.92,79.43,9.28,32,2923,26533
12883,2019-02-14-T17:35,1,3,3.4,10,3.4,4.88,76.408,9.22,5,3083,26759
12884,2019-02-14-T17:40,1,3,1.2,0,1.2,4.88,76.696,9.16,5,3212,26991
12885,2019-02-14-T17:45,1,3,0,0,0,4.82,76.984,9.1,5,3284,27199
12886,2019-02-14-T17:50,1,3,0,0,0,4.82,77.28,9.04,5,3299,27342
12887,2019-02-14-T17:55,1,3,0,0,0,4.78,77.574,8.98,5,3290,27526
12888,2019-02-14-T18:00,1,3,0,0,0,4.78,77.758,8.94,5,3226,27626
12889,2019-02-14-T18:05,1,3,0,0,0,4.76,77.942,8.9,5,3212,27375
12890,2019-02-14-T18:10,1,3,0,0,0,4.76,78.292,8.84,5,3265,27613
12891,2019-02-14-T18:15,1,3,0,0,0,4.72,78.48,8.8,5,3198,27904
12892,2019-02-14-T18:20,1,3,0,0,0,4.72,78.684,8.76,5,3136,27950
12893,2019-02-14-T18:25,1,3,0,0,0,4.72,78.894,8.72,5,3053,27970
12894,2019-02-14-T18:30,1,3,0,0,0,4.72,79.084,8.68,5,2975,27964
12895,2019-02-14-T18:35,1,3,0,0,0,4.7,77.21,8.62,5,2879,27944
12896,2019-02-14-T18:40,1,3,0,0,0,4.72,77.292,8.6,5,2814,27936
12897,2019-02-14-T18:45,1,3,0,0,0,4.7,77.476,8.56,5,2835,27922
12898,2019-02-14-T18:50,1,3,0,0,0,4.7,77.664,8.52,5,2832,27913
12899,2019-02-14-T18:55,1,3,0,0,0,4.7,77.852,8.48,5,2888,27899
12900,2019-02-14-T19:00,1,3,0,0,0,4.7,78.046,8.44,5,2916,27845
12901,2019-02-14-T19:05,1,3,0,0,0,4.68,78.236,8.4,5,2883,27687
12902,2019-02-14-T19:10,1,3,0,0,0,4.68,78.444,8.36,5,2823,27658
12903,2019-02-14-T19:15,1,3,0,0,0,4.68,78.646,8.32,5,2757,27666
12904,2019-02-14-T19:20,1,3,0,0,0,4.68,78.772,8.3,5,2673,27625
12905,2019-02-14-T19:25,1,3,0,0,0,4.68,78.964,8.26,5,2574,27582
12906,2019-02-14-T19:30,1,3,0,0,0,4.68,79.164,8.22,5,2479,27568
12907,2019-02-14-T19:35,1,3,0,0,0,4.68,77.428,8.18,5,2408,27500
12908,2019-02-14-T19:40,1,3,0,0,0,4.7,77.536,8.16,5,2360,27445
12909,2019-02-14-T19:45,1,3,0,0,0,4.66,77.838,8.1,5,2425,27448
12910,2019-02-14-T19:50,1,3,0,0,0,4.68,78.024,8.06,5,2538,27418
12911,2019-02-14-T19:55,1,3,0,0,0,4.7,78.236,8.02,5,2622,27402
12912,2019-02-14-T20:00,1,3,0,0,0,4.66,78.558,7.96,5,2601,27371
12913,2019-02-14-T20:05,1,3,0,0,0,4.66,78.668,7.94,5,2545,27223
12914,2019-02-14-T20:10,1,3,0,0,0,4.66,78.668,7.94,5,2505,27211
12915,2019-02-14-T20:15,1,3,0,0,0,4.68,78.884,7.9,5,2432,27113
12916,2019-02-14-T20:20,1,3,0,0,0,4.68,78.996,7.88,5,2379,27096
12917,2019-02-14-T20:25,1,3,0,0,0,4.68,78.988,7.88,5,2360,27003
12918,2019-02-14-T20:30,1,3,0,0,0,4.68,79.188,7.84,5,2283,26821
12919,2019-02-14-T20:35,1,3,0,0,0,4.72,78.362,7.8,5,2193,26758
12920,2019-02-14-T20:40,1,3,0,0,0,4.7,78.556,7.76,5,2134,26643
12921,2019-02-14-T20:45,1,3,0,0,0,4.7,78.672,7.74,5,2150,26580
12922,2019-02-14-T20:50,1,3,0,0,0,4.7,78.8,7.72,5,2129,26507
12923,2019-02-14-T20:55,1,3,0,0,0,4.7,78.882,7.7,5,2075,26496
12924,2019-02-14-T21:00,1,3,0,0,0,4.72,78.998,7.68,5,2089,26399
12925,2019-02-14-T21:05,1,3,0,0,0,4.72,79.214,7.64,5,2051,26255
12926,2019-02-14-T21:10,1,3,0,0,0,4.7,79.43,7.6,5,2052,26103
12927,2019-02-14-T21:15,1,3,0,0,0,4.7,79.514,7.58,5,2016,25998
12928,2019-02-14-T21:20,1,3,0,0,0,4.7,79.65,7.56,5,2027,25901
12929,2019-02-14-T21:25,1,3,0,0,0,4.68,79.734,7.54,5,2077,25756
12930,2019-02-14-T21:30,1,3,0,0,0,4.68,79.852,7.52,5,2136,25663
12931,2019-02-14-T21:35,1,3,0,0,0,4.66,79.364,7.5,5,2213,25505
12932,2019-02-14-T21:40,1,3,0,0,0,4.68,79.364,7.5,5,2314,25363
12933,2019-02-14-T21:45,1,3,0,0,0,4.68,79.586,7.46,5,2377,25232
12934,2019-02-14-T21:50,1,3,0,0,0,4.66,79.7,7.44,5,2452,25043
12935,2019-02-14-T21:55,1,3,0,0,0,4.66,79.696,7.44,5,2508,24929
12936,2019-02-14-T22:00,1,3,0,0,0,4.66,79.892,7.4,5,2519,24806
12937,2019-02-14-T22:05,1,3,0,0,0,4.62,80.016,7.38,5,2454,24553
12938,2019-02-14-T22:10,1,3,0,0,0,4.62,80.218,7.34,5,2362,24385
12939,2019-02-14-T22:15,1,3,0,0,0,4.62,80.218,7.34,5,2301,24239
12940,2019-02-14-T22:20,1,3,0,0,0,4.62,80.524,7.28,5,2237,24092
12941,2019-02-14-T22:25,1,3,0,0,0,4.56,80.608,7.26,5,2235,23943
12942,2019-02-14-T22:30,1,3,0,0,0,4.56,80.732,7.24,5,2243,23843
12943,2019-02-14-T22:35,1,3,0,0,0,4.56,80.374,7.22,5,2271,23687
12944,2019-02-14-T22:40,1,3,0,0,0,4.56,80.374,7.22,5,2344,23565
12945,2019-02-14-T22:45,1,3,0,0,0,4.52,80.576,7.18,5,2413,23550
12946,2019-02-14-T22:50,1,3,0,0,0,4.54,80.576,7.18,5,2448,23535
12947,2019-02-14-T22:55,1,3,0,0,0,4.52,80.782,7.14,5,2452,23203
12948,2019-02-14-T23:00,1,3,0,0,0,4.52,80.886,7.12,5,2415,22925
12949,2019-02-14-T23:05,1,3,0,0,0,4.48,81.096,7.08,5,2367,22775
12950,2019-02-14-T23:10,1,3,0,0,0,4.48,81.22,7.06,5,2340,22637
12951,2019-02-14-T23:15,1,3,0,0,0,4.44,81.334,7.04,5,2312,22553
12952,2019-02-14-T23:20,1,3,0,0,0,4.44,81.334,7.04,5,2374,22406
12953,2019-02-14-T23:25,1,3,0,0,0,4.4,81.542,7,5,2431,22268
12954,2019-02-14-T23:30,1,3,0,0,0,4.4,81.542,7,5,2477,22165
12955,2019-02-14-T23:35,1,3,0,0,0,4.36,80.992,6.98,0,2506,22037
12956,2019-02-14-T23:40,1,3,0,0,0,4.36,81.092,6.96,0,2578,21903
12957,2019-02-14-T23:45,1,3,0,0,0,4.34,81.332,6.92,0,2595,21806
12958,2019-02-14-T23:50,1,3,0,0,0,4.32,81.346,6.92,0,2595,21806
12959,2019-02-14-T23:55,1,3,0,0,0,4.32,81.428,6.9,0,2595,21806
12960,2019-02-15-T00:00,1,4,0,0,0,4.3,81.554,6.88,0,2759,21389
12961,2019-02-15-T00:05,1,4,0,0,0,4.26,81.68,6.86,0,2816,21313
12962,2019-02-15-T00:10,1,4,0,0,0,4.26,81.764,6.84,0,2880,21239
12963,2019-02-15-T00:15,1,4,0,0,0,4.24,81.856,6.82,0,2925,21172
12964,2019-02-15-T00:20,1,4,0,0,0,4.24,82.098,6.78,0,2959,21087
12965,2019-02-15-T00:25,1,4,0,0,0,4.22,82.098,6.78,0,2953,21014
12966,2019-02-15-T00:30,1,4,0,0,0,4.18,82.182,6.76,0,2946,20941
12967,2019-02-15-T00:35,1,4,0,0,0,4.16,81.224,6.74,0,2991,20868
12968,2019-02-15-T00:40,1,4,0,0,0,4.14,81.224,6.74,0,3093,20780
12969,2019-02-15-T00:45,1,4,0,0,0,4.14,81.224,6.74,0,3254,20686
12970,2019-02-15-T00:50,1,4,0,0,0,4.12,81.56,6.68,0,3435,20586
12971,2019-02-15-T00:55,1,4,0,0,0,4.06,81.578,6.68,0,3561,20592
12972,2019-02-15-T01:00,1,4,0,0,0,4.06,81.692,6.66,0,3651,20507
12973,2019-02-15-T01:05,1,4,0,0,0,4.04,81.82,6.64,0,3635,20486
12974,2019-02-15-T01:10,1,4,0,0,0,4.02,81.82,6.64,0,3667,20385
12975,2019-02-15-T01:15,1,4,0,0,0,4.02,82.06,6.6,0,3692,20337
12976,2019-02-15-T01:20,1,4,0,0,0,4,82.06,6.6,0,3719,20319
12977,2019-02-15-T01:25,1,4,0,0,0,3.96,82.19,6.58,0,3675,20210
12978,2019-02-15-T01:30,1,4,0,0,0,3.96,82.296,6.56,0,3627,20121
12979,2019-02-15-T01:35,1,4,0,0,0,3.9,81.346,6.52,0,3539,20075
12980,2019-02-15-T01:40,1,4,0,0,0,3.88,81.556,6.48,0,3401,20018
12981,2019-02-15-T01:45,1,4,0,0,0,3.88,81.556,6.48,0,3227,19952
12982,2019-02-15-T01:50,1,4,0,0,0,3.84,81.682,6.46,0,3123,19937
12983,2019-02-15-T01:55,1,4,0,0,0,3.82,81.682,6.46,0,3036,19842
12984,2019-02-15-T02:00,1,4,0,0,0,3.82,81.81,6.44,0,2902,19773
12985,2019-02-15-T02:05,1,4,0,0,0,3.8,81.894,6.42,0,2805,19757
12986,2019-02-15-T02:10,1,4,0,0,0,3.78,81.894,6.42,0,2658,19729
12987,2019-02-15-T02:15,1,4,0,0,0,3.78,82.122,6.38,0,2616,19680
12988,2019-02-15-T02:20,1,4,0,0,0,3.74,82.122,6.38,0,2586,19668
12989,2019-02-15-T02:25,1,4,0,0,0,3.74,82.252,6.36,0,2576,19614
12990,2019-02-15-T02:30,1,4,0,0,0,3.7,82.252,6.36,0,2552,19593
12991,2019-02-15-T02:35,1,4,0,0,0,3.7,81.246,6.34,0,2535,19585
12992,2019-02-15-T02:40,1,4,0,0,0,3.66,81.372,6.32,0,2565,19571
12993,2019-02-15-T02:45,1,4,0,0,0,3.64,81.372,6.32,0,2667,19559
12994,2019-02-15-T02:50,1,4,0,0,0,3.64,81.5,6.3,0,2771,19587
12995,2019-02-15-T02:55,1,4,0,0,0,3.64,81.488,6.3,0,2829,19553
12996,2019-02-15-T03:00,1,4,0,0,0,3.62,81.488,6.3,0,2897,19488
12997,2019-02-15-T03:05,1,4,0,0,0,3.62,81.95,6.22,0,2955,19498
12998,2019-02-15-T03:10,1,4,0,0,0,3.6,81.95,6.22,0,3013,19554
12999,2019-02-15-T03:15,1,4,0,0,0,3.58,81.95,6.22,0,3092,19541
13000,2019-02-15-T03:20,1,4,0,0,0,3.56,82.074,6.2,0,3214,19540
13001,2019-02-15-T03:25,1,4,0,0,0,3.52,82.29,6.16,0,3257,19539
13002,2019-02-15-T03:30,1,4,0,0,0,3.5,82.416,6.14,0,3238,19518
13003,2019-02-15-T03:35,1,4,0,0,0,3.48,81.416,6.14,0,3214,19536
13004,2019-02-15-T03:40,1,4,0,0,0,3.48,81.416,6.14,0,3224,19605
13005,2019-02-15-T03:45,1,4,0,0,0,3.48,81.776,6.08,0,3129,19533
13006,2019-02-15-T03:50,1,4,0,0,0,3.46,81.862,6.06,0,3064,19571
13007,2019-02-15-T03:55,1,4,0,0,0,3.46,81.862,6.06,0,3092,19582
13008,2019-02-15-T04:00,1,4,0,0,0,3.42,82.116,6.02,0,3150,19698
13009,2019-02-15-T04:05,1,4,0,0,0,3.42,82.116,6.02,0,3184,19715
13010,2019-02-15-T04:10,1,4,0,0,0,3.38,82.248,6,0,3197,19786
13011,2019-02-15-T04:15,1,4,0,0,0,3.36,82.264,6,0,3127,19870
13012,2019-02-15-T04:20,1,4,0,0,0,3.34,82.35,5.98,0,3100,19986
13013,2019-02-15-T04:25,1,4,0,0,0,3.34,82.35,5.98,0,3074,19885
13014,2019-02-15-T04:30,1,4,0,0,0,3.32,82.48,5.96,0,3075,20009
13015,2019-02-15-T04:35,1,4,0,0,0,3.32,81.542,5.96,0,3105,20065
13016,2019-02-15-T04:40,1,4,0,0,0,3.32,81.542,5.96,0,3136,20128
13017,2019-02-15-T04:45,1,4,0,0,0,3.32,81.65,5.94,0,3122,20190
13018,2019-02-15-T04:50,1,4,0,0,0,3.3,81.65,5.94,0,3029,20234
13019,2019-02-15-T04:55,1,4,0,0,0,3.26,81.864,5.9,0,2968,20340
13020,2019-02-15-T05:00,1,4,0,0,0,3.24,81.864,5.9,0,2918,20453
13021,2019-02-15-T05:05,1,4,0,0,0,3.22,81.882,5.9,0,2859,20697
13022,2019-02-15-T05:10,1,4,0,0,0,3.22,81.882,5.9,0,2785,20983
13023,2019-02-15-T05:15,1,4,0,0,0,3.24,81.774,5.92,0,2700,21126
13024,2019-02-15-T05:20,1,4,0,0,0,3.22,81.648,5.94,0,2585,21236
13025,2019-02-15-T05:25,1,4,0,0,0,3.22,81.648,5.94,0,2510,21346
13026,2019-02-15-T05:30,1,4,0,0,0,3.22,81.668,5.94,0,2476,21469
13027,2019-02-15-T05:35,1,4,0,0,0,3.22,81.292,5.96,0,2457,21620
13028,2019-02-15-T05:40,1,4,0,0,0,3.2,81.292,5.96,0,2491,21803
13029,2019-02-15-T05:45,1,4,0,0,0,3.2,81.166,5.98,0,2629,21909
13030,2019-02-15-T05:50,1,4,0,0,0,3.18,81.294,5.96,0,2707,22073
13031,2019-02-15-T05:55,1,4,0,0,0,3.16,81.294,5.96,0,2659,22254
13032,2019-02-15-T06:00,1,4,0,0,0,3.16,81.294,5.96,0,2546,22429
13033,2019-02-15-T06:05,1,4,0,0,0,3.18,80.63,6.08,0,2379,22768
13034,2019-02-15-T06:10,1,4,0,0,0,3.22,80.302,6.14,0,2230,23092
13035,2019-02-15-T06:15,1,4,0,0,0,3.22,79.888,6.22,0,2139,23381
13036,2019-02-15-T06:20,1,4,0,0,0,3.24,79.346,6.32,0,2130,23773
13037,2019-02-15-T06:25,1,4,0,0,0,3.28,79.038,6.38,0,2099,23975
13038,2019-02-15-T06:30,1,4,0,0,0,3.28,78.488,6.48,0,2070,24140
13039,2019-02-15-T06:35,1,4,0,0,0,3.28,80.726,6.56,0,1997,24302
13040,2019-02-15-T06:40,1,4,4.2,21,4.6,3.32,80.394,6.62,0,1963,24387
13041,2019-02-15-T06:45,1,4,6.4,33.6,7.6,3.32,79.842,6.72,19,1931,24411
13042,2019-02-15-T06:50,1,4,8.4,52,11.2,3.34,79.452,6.8,97,1903,24452
13043,2019-02-15-T06:55,1,4,12,60,16.2,3.38,78.906,6.9,129,1867,24375
13044,2019-02-15-T07:00,1,4,15,73,21.4,3.38,78.6,6.96,199,1844,24407
13045,2019-02-15-T07:05,1,4,20.4,39.6,24.6,3.4,78.2,7.04,332,1819,24489
13046,2019-02-15-T07:10,1,4,24.4,21.6,26.8,3.48,77.396,7.2,434,1803,24508
13047,2019-02-15-T07:15,1,4,29,19.4,31,3.5,77.026,7.28,610,1767,24823
13048,2019-02-15-T07:20,1,4,32,121.6,50.6,3.6,76.442,7.4,680,1784,25061
13049,2019-02-15-T07:25,1,4,38.2,137,61,3.62,75.97,7.5,683,1806,25067
13050,2019-02-15-T07:30,1,4,48,64.4,59.2,3.64,75.416,7.62,864,1817,25046
13051,2019-02-15-T07:35,1,4,51.8,56.4,62.2,3.7,77.96,7.74,1046,1850,25093
13052,2019-02-15-T07:40,1,4,59,60,72,3.72,77.46,7.84,1557,1908,25119
13053,2019-02-15-T07:45,1,4,55.8,167.6,94.6,3.8,77.064,7.92,1700,1956,25133
13054,2019-02-15-T07:50,1,4,65.2,189.4,110.4,3.84,76.284,8.08,1893,1980,25117
13055,2019-02-15-T07:55,1,4,62.6,259.2,125.6,3.88,75.804,8.18,2082,1978,25095
13056,2019-02-15-T08:00,1,4,66.4,245.2,128,3.94,75.424,8.26,2009,1943,25137
13057,2019-02-15-T08:05,1,4,63,267.4,139.2,3.98,74.744,8.4,1963,1854,25097
13058,2019-02-15-T08:10,1,4,72.4,227.4,139,4.06,74.36,8.48,2226,1841,25041
13059,2019-02-15-T08:15,1,4,60,222.4,129,4.1,73.796,8.6,2516,1790,24990
13060,2019-02-15-T08:20,1,4,72.2,199.4,137.6,4.14,73.422,8.68,2722,1803,24998
13061,2019-02-15-T08:25,1,4,96.4,296.8,195.2,4.18,72.868,8.8,2174,1804,24957
13062,2019-02-15-T08:30,1,4,86.2,422,230.6,4.22,72.396,8.9,2421,1848,24888
13063,2019-02-15-T08:35,1,4,105.6,327.2,225.6,4.28,73.052,8.98,2816,1783,24889
13064,2019-02-15-T08:40,1,4,91,310.2,208.4,4.32,72.584,9.08,3133,1798,24836
13065,2019-02-15-T08:45,1,4,94.6,400,248.6,4.38,72.044,9.2,3577,1820,24757
13066,2019-02-15-T08:50,1,4,99,377,245.8,4.42,71.706,9.28,3724,1762,24777
13067,2019-02-15-T08:55,1,4,118.2,342.8,259.8,4.48,71.174,9.4,3983,1819,24820
13068,2019-02-15-T09:00,1,4,131.6,369,282.8,4.54,70.96,9.46,4033,1826,24841
13069,2019-02-15-T09:05,1,4,140.4,380.6,303.2,4.58,70.412,9.58,3654,1859,24620
13070,2019-02-15-T09:10,1,4,122.4,336,271.2,4.6,70.264,9.62,3788,1872,24554
13071,2019-02-15-T09:15,1,4,105,443,307,4.66,69.998,9.68,4006,1797,24517
13072,2019-02-15-T09:20,1,4,132.8,544.4,377.2,4.68,69.676,9.76,4109,1910,24549
13073,2019-02-15-T09:25,1,4,130.6,536.6,381,4.72,69.416,9.82,4304,2142,24473
13074,2019-02-15-T09:30,1,4,140.8,498.8,384.4,4.74,69.1,9.9,4508,2282,24393
13075,2019-02-15-T09:35,1,4,142.2,486.2,384.6,4.8,67.424,10,4449,2114,24370
13076,2019-02-15-T09:40,1,4,123.6,543.4,398.8,4.84,67.224,10.06,4589,2040,24290
13077,2019-02-15-T09:45,1,4,161.2,470.6,399,4.88,67.05,10.1,4917,2054,24348
13078,2019-02-15-T09:50,1,4,191.6,334.4,365.8,4.9,66.754,10.18,5203,2028,24357
13079,2019-02-15-T09:55,1,4,209.8,325.2,376.2,4.94,66.348,10.28,5254,2057,24328
13080,2019-02-15-T10:00,1,4,154.8,566.6,455.8,4.96,66.232,10.32,5060,2253,24247
13081,2019-02-15-T10:05,1,4,186.4,441.4,433.2,5.02,66.1,10.36,4994,2360,24196
13082,2019-02-15-T10:10,1,4,178,491.6,453.8,5.04,65.984,10.4,5068,2405,24077
13083,2019-02-15-T10:15,1,4,163,506.8,452.6,5.04,65.83,10.44,4937,2420,23984
13084,2019-02-15-T10:20,1,4,183.4,487.8,459,5.08,65.608,10.5,4864,2426,23981
13085,2019-02-15-T10:25,1,4,149.2,655.2,523.2,5.1,65.552,10.52,4879,2429,23807
13086,2019-02-15-T10:30,1,4,171.4,565.8,499.2,5.12,65.498,10.54,4974,2505,23709
13087,2019-02-15-T10:35,1,4,126.8,594.8,477,5.14,64.198,10.6,5032,2564,23652
13088,2019-02-15-T10:40,1,4,155.2,483.2,443.4,5.18,64.052,10.64,4963,2728,23774
13089,2019-02-15-T10:45,1,4,176.8,378.8,410.8,5.18,64.002,10.66,4817,2824,23578
13090,2019-02-15-T10:50,1,4,179.2,309.2,378,5.24,63.902,10.7,5245,2725,23617
13091,2019-02-15-T10:55,1,4,153.6,296,346.6,5.26,63.756,10.74,5449,2528,23745
13092,2019-02-15-T11:00,1,4,211,306,408,5.28,63.504,10.82,5743,2524,23659
13093,2019-02-15-T11:05,1,4,189.2,399.6,446.2,5.3,63.578,10.8,5305,2622,23553
13094,2019-02-15-T11:10,1,4,235.8,393,486.8,5.34,63.53,10.82,4937,2647,23707
13095,2019-02-15-T11:15,1,4,195,546.6,540.2,5.34,63.53,10.82,5655,2655,23705
13096,2019-02-15-T11:20,1,4,252.2,384,489.6,5.36,63.482,10.84,5869,2650,23753
13097,2019-02-15-T11:25,1,4,243.8,409.4,497.2,5.38,63.482,10.84,5948,2686,23866
13098,2019-02-15-T11:30,1,4,259.4,400.6,508.6,5.4,63.326,10.88,5662,2709,23710
13099,2019-02-15-T11:35,1,4,196.2,605.2,581.4,5.42,62.984,10.88,5613,2742,23801
13100,2019-02-15-T11:40,1,4,217.6,544.2,563.8,5.44,62.91,10.9,5437,2789,23749
13101,2019-02-15-T11:45,1,4,263.2,403.8,520,5.46,62.91,10.9,5614,2790,23638
13102,2019-02-15-T11:50,1,4,267.6,311,471,5.46,62.772,10.94,5771,2687,23562
13103,2019-02-15-T11:55,1,4,209.8,356.4,445.8,5.48,62.772,10.94,6154,2704,23679
13104,2019-02-15-T12:00,1,4,230.6,357,466,5.5,62.718,10.96,5794,2846,23809
13105,2019-02-15-T12:05,1,4,221.8,342.2,447,5.54,62.764,10.94,5703,3036,23660
13106,2019-02-15-T12:10,1,4,218.4,369.6,460.6,5.54,62.836,10.92,5714,3102,23670
13107,2019-02-15-T12:15,1,4,226.2,332.4,443.4,5.54,62.836,10.92,5369,3072,23496
