,Time,Season,Day_of_the_week,DHI,DNI,GHI,Wind_speed,Humidity,Temperature,PV_production,Wind_production,Electric_demand
22383,2019-03-19-T17:15,1,1,53.8,115,70.4,1.62,70.208,14.9,3376,916,24346
22384,2019-03-19-T17:20,1,1,45.2,91,56.8,1.6,70.516,14.82,3209,891,24492
22385,2019-03-19-T17:25,1,1,40.8,73.2,48.8,1.58,70.96,14.72,3007,888,24565
22386,2019-03-19-T17:30,1,1,35.8,56.4,41.2,1.56,71.48,14.6,2808,923,24671
22387,2019-03-19-T17:35,1,1,30.4,41.6,33.8,1.56,68.902,14.52,2530,974,24792
22388,2019-03-19-T17:40,1,1,27,32.2,29,1.56,69.392,14.4,2249,1058,24895
22389,2019-03-19-T17:45,1,1,21.6,27.2,23.2,1.54,69.898,14.28,2181,1153,25000
22390,2019-03-19-T17:50,1,1,13.8,0,13.8,1.52,70.342,14.18,2238,1260,25095
22391,2019-03-19-T17:55,1,1,10.8,3.4,11.2,1.52,70.672,14.1,1996,1431,25119
22392,2019-03-19-T18:00,1,1,7.2,0,7.2,1.5,71.132,14,1793,1489,25025
22393,2019-03-19-T18:05,1,1,5,0,5,1.52,71.366,13.94,1612,1527,25114
22394,2019-03-19-T18:10,1,1,2.2,0,2.2,1.54,71.526,13.9,1415,1572,25140
22395,2019-03-19-T18:15,1,1,1.2,0,1.2,1.54,71.764,13.84,1254,1619,25191
22396,2019-03-19-T18:20,1,1,0,0,0,1.56,71.926,13.8,947,1635,25327
22397,2019-03-19-T18:25,1,1,0,0,0,1.58,72.288,13.72,705,1637,25429
22398,2019-03-19-T18:30,1,1,0,0,0,1.6,72.396,13.7,516,1693,25522
22399,2019-03-19-T18:35,1,1,0,0,0,1.6,70.882,13.64,402,1780,25624
22400,2019-03-19-T18:40,1,1,0,0,0,1.64,71.044,13.6,294,1855,25693
22401,2019-03-19-T18:45,1,1,0,0,0,1.64,71.204,13.56,208,1883,25795
22402,2019-03-19-T18:50,1,1,0,0,0,1.64,71.442,13.5,149,1945,25888
22403,2019-03-19-T18:55,1,1,0,0,0,1.66,71.606,13.46,121,2048,26080
22404,2019-03-19-T19:00,1,1,0,0,0,1.66,71.788,13.42,95,2199,26246
22405,2019-03-19-T19:05,1,1,0,0,0,1.7,71.968,13.38,74,2273,26358
22406,2019-03-19-T19:10,1,1,0,0,0,1.72,72.228,13.32,45,2375,26493
22407,2019-03-19-T19:15,1,1,0,0,0,1.74,72.228,13.32,32,2474,26683
22408,2019-03-19-T19:20,1,1,0,0,0,1.8,72.474,13.26,33,2607,26840
22409,2019-03-19-T19:25,1,1,0,0,0,1.8,72.644,13.22,34,2672,26920
22410,2019-03-19-T19:30,1,1,0,0,0,1.84,72.708,13.2,35,2668,26984
22411,2019-03-19-T19:35,1,1,0,0,0,1.86,71.792,13.14,34,2734,27003
22412,2019-03-19-T19:40,1,1,0,0,0,1.88,71.854,13.12,34,2766,27029
22413,2019-03-19-T19:45,1,1,0,0,0,1.9,72.1,13.06,34,2752,27002
22414,2019-03-19-T19:50,1,1,0,0,0,1.94,72.202,13.04,34,2759,26996
22415,2019-03-19-T19:55,1,1,0,0,0,1.96,72.266,13.02,34,2720,26998
22416,2019-03-19-T20:00,1,1,0,0,0,1.98,72.516,12.96,34,2660,26945
22417,2019-03-19-T20:05,1,1,0,0,0,1.96,72.516,12.96,34,2610,26877
22418,2019-03-19-T20:10,1,1,0,0,0,1.96,72.816,12.9,34,2588,26850
22419,2019-03-19-T20:15,1,1,0,0,0,1.96,73.07,12.84,34,2609,26779
22420,2019-03-19-T20:20,1,1,0,0,0,2,73.174,12.82,34,2593,26663
22421,2019-03-19-T20:25,1,1,0,0,0,2,73.24,12.8,34,2484,26638
22422,2019-03-19-T20:30,1,1,0,0,0,2,73.332,12.78,34,2360,26604
22423,2019-03-19-T20:35,1,1,0,0,0,2,73.448,12.72,34,2321,26568
22424,2019-03-19-T20:40,1,1,0,0,0,2.02,73.516,12.7,34,2363,26550
22425,2019-03-19-T20:45,1,1,0,0,0,2.02,73.744,12.66,34,2396,26474
22426,2019-03-19-T20:50,1,1,0,0,0,2.02,74.004,12.6,34,2403,26377
22427,2019-03-19-T20:55,1,1,0,0,0,2.02,74.088,12.58,34,2445,26240
22428,2019-03-19-T21:00,1,1,0,0,0,2.04,74.196,12.56,34,2504,26101
22429,2019-03-19-T21:05,1,1,0,0,0,2.02,74.374,12.52,34,2542,26015
22430,2019-03-19-T21:10,1,1,0,0,0,2.04,74.442,12.5,34,2618,25959
22431,2019-03-19-T21:15,1,1,0,0,0,2.06,74.636,12.46,34,2724,25831
22432,2019-03-19-T21:20,1,1,0,0,0,2.02,74.812,12.42,34,2731,25696
22433,2019-03-19-T21:25,1,1,0,0,0,2,74.924,12.4,34,2683,25520
22434,2019-03-19-T21:30,1,1,0,0,0,2.04,75.106,12.36,34,2629,25393
22435,2019-03-19-T21:35,1,1,0,0,0,2.02,76.11,12.34,34,2585,25210
22436,2019-03-19-T21:40,1,1,0,0,0,2,76.226,12.32,34,2566,25054
22437,2019-03-19-T21:45,1,1,0,0,0,2.02,76.272,12.3,34,2562,24858
22438,2019-03-19-T21:50,1,1,0,0,0,2.02,76.46,12.26,34,2604,24706
22439,2019-03-19-T21:55,1,1,0,0,0,1.98,76.682,12.22,34,2639,24541
22440,2019-03-19-T22:00,1,1,0,0,0,1.98,76.756,12.2,34,2720,24353
22441,2019-03-19-T22:05,1,1,0,0,0,1.96,76.95,12.16,34,2765,24145
22442,2019-03-19-T22:10,1,1,0,0,0,1.94,76.95,12.16,34,2854,23937
22443,2019-03-19-T22:15,1,1,0,0,0,1.94,77.23,12.1,34,2892,23773
22444,2019-03-19-T22:20,1,1,0,0,0,1.96,77.292,12.08,34,2869,23650
22445,2019-03-19-T22:25,1,1,0,0,0,1.94,77.4,12.06,34,2894,23491
22446,2019-03-19-T22:30,1,1,0,0,0,1.92,77.476,12.04,34,2904,23317
22447,2019-03-19-T22:35,1,1,0,0,0,1.92,78.352,12.02,34,2916,23164
22448,2019-03-19-T22:40,1,1,0,0,0,1.9,78.448,12,34,2932,23032
22449,2019-03-19-T22:45,1,1,0,0,0,1.88,78.614,11.96,34,2885,22909
22450,2019-03-19-T22:50,1,1,0,0,0,1.88,78.816,11.92,34,2942,22742
22451,2019-03-19-T22:55,1,1,0,0,0,1.86,78.816,11.92,34,2953,22594
22452,2019-03-19-T23:00,1,1,0,0,0,1.86,78.906,11.9,34,2806,22430
22453,2019-03-19-T23:05,1,1,0,0,0,1.84,79.182,11.84,34,2731,22306
22454,2019-03-19-T23:10,1,1,0,0,0,1.84,79.266,11.82,34,2706,22214
22455,2019-03-19-T23:15,1,1,0,0,0,1.84,79.348,11.8,34,2666,22060
22456,2019-03-19-T23:20,1,1,0,0,0,1.82,79.548,11.76,34,2609,21909
22457,2019-03-19-T23:25,1,1,0,0,0,1.82,79.758,11.72,34,2456,21802
22458,2019-03-19-T23:30,1,1,0,0,0,1.8,79.726,11.72,34,2313,21716
22459,2019-03-19-T23:35,1,1,0,0,0,1.82,80.102,11.66,34,2241,21625
22460,2019-03-19-T23:40,1,1,0,0,0,1.82,80.19,11.64,34,2224,21558
22461,2019-03-19-T23:45,1,1,0,0,0,1.8,80.276,11.62,34,2180,21428
22462,2019-03-19-T23:50,1,1,0,0,0,1.78,80.568,11.56,34,2127,21326
22463,2019-03-19-T23:55,1,1,0,0,0,1.78,80.668,11.54,0,2068,21203
22464,2019-03-20-T00:00,1,2,0,0,0,1.78,80.756,11.52,0,1999,21024
22465,2019-03-20-T00:05,1,2,0,0,0,1.76,81.05,11.46,0,1910,20931
22466,2019-03-20-T00:10,1,2,0,0,0,1.76,81.176,11.44,0,1860,20873
22467,2019-03-20-T00:15,1,2,0,0,0,1.8,81.266,11.42,0,1748,20795
22468,2019-03-20-T00:20,1,2,0,0,0,1.78,81.562,11.36,0,1649,20695
22469,2019-03-20-T00:25,1,2,0,0,0,1.8,81.78,11.32,0,1632,20632
22470,2019-03-20-T00:30,1,2,0,0,0,1.78,81.872,11.3,0,1587,20621
22471,2019-03-20-T00:35,1,2,0,0,0,1.8,81.732,11.24,0,1527,20548
22472,2019-03-20-T00:40,1,2,0,0,0,1.78,81.826,11.22,0,1445,20471
22473,2019-03-20-T00:45,1,2,0,0,0,1.82,82.034,11.18,0,1420,20374
22474,2019-03-20-T00:50,1,2,0,0,0,1.8,82.46,11.1,0,1457,20330
22475,2019-03-20-T00:55,1,2,0,0,0,1.78,82.554,11.08,0,1486,20266
22476,2019-03-20-T01:00,1,2,0,0,0,1.8,82.776,11.04,0,1521,20168
22477,2019-03-20-T01:05,1,2,0,0,0,1.82,82.776,11.04,0,1559,20081
22478,2019-03-20-T01:10,1,2,0,0,0,1.82,82.776,11.04,0,1525,20014
22479,2019-03-20-T01:15,1,2,0,0,0,1.84,82.776,11.04,0,1523,19874
22480,2019-03-20-T01:20,1,2,0,0,0,1.88,83.114,10.98,0,1518,19824
22481,2019-03-20-T01:25,1,2,0,0,0,1.88,83.114,10.98,0,1554,19779
22482,2019-03-20-T01:30,1,2,0,0,0,1.9,83.114,10.98,0,1576,19735
22483,2019-03-20-T01:35,1,2,0,0,0,1.92,82.512,10.98,0,1576,19664
22484,2019-03-20-T01:40,1,2,0,0,0,1.9,82.608,10.96,0,1565,19619
22485,2019-03-20-T01:45,1,2,0,0,0,1.94,82.732,10.94,0,1568,19514
22486,2019-03-20-T01:50,1,2,0,0,0,1.96,82.732,10.94,0,1572,19501
22487,2019-03-20-T01:55,1,2,0,0,0,1.98,82.828,10.92,0,1522,19434
22488,2019-03-20-T02:00,1,2,0,0,0,1.98,82.926,10.9,0,1494,19376
22489,2019-03-20-T02:05,1,2,0,0,0,1.98,83.166,10.86,0,1496,19401
22490,2019-03-20-T02:10,1,2,0,0,0,1.98,83.264,10.84,0,1475,19287
22491,2019-03-20-T02:15,1,2,0,0,0,2,83.264,10.84,0,1477,19254
22492,2019-03-20-T02:20,1,2,0,0,0,2,83.362,10.82,0,1498,19210
22493,2019-03-20-T02:25,1,2,0,0,0,2,83.588,10.78,0,1484,19256
22494,2019-03-20-T02:30,1,2,0,0,0,1.98,83.588,10.78,0,1513,19228
22495,2019-03-20-T02:35,1,2,0,0,0,2,82.018,10.76,0,1564,19185
22496,2019-03-20-T02:40,1,2,0,0,0,2,82.238,10.72,0,1589,19101
22497,2019-03-20-T02:45,1,2,0,0,0,1.98,82.332,10.7,0,1607,19115
22498,2019-03-20-T02:50,1,2,0,0,0,2,82.332,10.7,0,1618,19103
22499,2019-03-20-T02:55,1,2,0,0,0,1.98,82.544,10.66,0,1616,19069
22500,2019-03-20-T03:00,1,2,0,0,0,1.98,82.668,10.64,0,1629,19043
22501,2019-03-20-T03:05,1,2,0,0,0,1.98,82.878,10.6,0,1659,19058
22502,2019-03-20-T03:10,1,2,0,0,0,1.98,83.07,10.56,0,1703,19025
22503,2019-03-20-T03:15,1,2,0,0,0,1.96,83.054,10.56,0,1732,19027
22504,2019-03-20-T03:20,1,2,0,0,0,1.96,83.154,10.54,0,1684,19016
22505,2019-03-20-T03:25,1,2,0,0,0,1.96,83.37,10.5,0,1622,19094
22506,2019-03-20-T03:30,1,2,0,0,0,1.98,83.568,10.46,0,1580,19111
22507,2019-03-20-T03:35,1,2,0,0,0,1.96,81.474,10.44,0,1553,19092
22508,2019-03-20-T03:40,1,2,0,0,0,1.96,81.584,10.42,0,1540,19087
22509,2019-03-20-T03:45,1,2,0,0,0,1.96,81.678,10.4,0,1496,19039
22510,2019-03-20-T03:50,1,2,0,0,0,1.96,82.024,10.34,0,1455,19043
22511,2019-03-20-T03:55,1,2,0,0,0,1.96,82.216,10.3,0,1448,19072
22512,2019-03-20-T04:00,1,2,0,0,0,1.96,82.408,10.26,0,1427,19105
22513,2019-03-20-T04:05,1,2,0,0,0,1.96,82.408,10.26,0,1427,19209
22514,2019-03-20-T04:10,1,2,0,0,0,1.98,82.392,10.26,0,1434,19358
22515,2019-03-20-T04:15,1,2,0,0,0,1.96,82.488,10.24,0,1406,19394
22516,2019-03-20-T04:20,1,2,0,0,0,1.96,82.488,10.24,0,1382,19402
22517,2019-03-20-T04:25,1,2,0,0,0,1.96,82.588,10.22,0,1372,19458
22518,2019-03-20-T04:30,1,2,0,0,0,2,82.802,10.18,0,1355,19488
22519,2019-03-20-T04:35,1,2,0,0,0,1.98,81.304,10.16,0,1347,19536
22520,2019-03-20-T04:40,1,2,0,0,0,1.98,81.396,10.14,0,1348,19617
22521,2019-03-20-T04:45,1,2,0,0,0,2,81.49,10.12,0,1348,19663
22522,2019-03-20-T04:50,1,2,0,0,0,1.98,81.376,10.14,0,1366,19738
22523,2019-03-20-T04:55,1,2,0,0,0,1.98,81.472,10.12,0,1360,19845
22524,2019-03-20-T05:00,1,2,0,0,0,1.98,81.566,10.1,0,1347,19936
22525,2019-03-20-T05:05,1,2,0,0,0,2,81.566,10.1,0,1354,20126
22526,2019-03-20-T05:10,1,2,0,0,0,2.02,81.472,10.12,0,1350,20406
22527,2019-03-20-T05:15,1,2,0,0,0,2.02,81.28,10.16,0,1332,20499
22528,2019-03-20-T05:20,1,2,0,0,0,2.02,81.28,10.16,0,1314,20657
22529,2019-03-20-T05:25,1,2,0,0,0,2.04,81.302,10.16,0,1302,20788
22530,2019-03-20-T05:30,1,2,0,0,0,2.02,81.18,10.18,0,1301,20947
22531,2019-03-20-T05:35,1,2,0,0,0,2.08,80.978,10.24,0,1299,21103
22532,2019-03-20-T05:40,1,2,0,0,0,2.08,80.978,10.24,0,1287,21281
22533,2019-03-20-T05:45,1,2,0,0,0,2.08,80.886,10.26,0,1284,21376
22534,2019-03-20-T05:50,1,2,0,0,0,2.08,80.774,10.28,0,1273,21519
22535,2019-03-20-T05:55,1,2,0,0,0,2.08,80.698,10.3,0,1296,21743
22536,2019-03-20-T06:00,1,2,2.2,0,2.2,2.1,80.634,10.32,0,1332,21935
22537,2019-03-20-T06:05,1,2,5.4,0,5.4,2.14,80.214,10.4,0,1332,22296
22538,2019-03-20-T06:10,1,2,8.4,0,8.4,2.18,80.03,10.44,0,1358,22642
22539,2019-03-20-T06:15,1,2,11,0,11,2.2,79.636,10.52,0,1365,22871
22540,2019-03-20-T06:20,1,2,14.2,8.2,14.8,2.26,79.02,10.64,0,1359,23178
22541,2019-03-20-T06:25,1,2,19.8,49.4,24,2.26,78.754,10.7,0,1332,23366
22542,2019-03-20-T06:30,1,2,22,50.4,27.2,2.36,78.346,10.78,0,1304,23550
22543,2019-03-20-T06:35,1,2,24.6,62.8,32,2.36,79.806,10.84,0,1285,23722
22544,2019-03-20-T06:40,1,2,31,70.8,40.6,2.38,79.538,10.9,0,1310,23911
22545,2019-03-20-T06:45,1,2,26.4,78.4,38.2,2.44,79.126,10.98,0,1344,24141
22546,2019-03-20-T06:50,1,2,37.8,85.2,52,2.48,78.626,11.08,0,1344,24349
22547,2019-03-20-T06:55,1,2,47.6,95.8,65.6,2.5,78.342,11.14,0,1345,24466
22548,2019-03-20-T07:00,1,2,52,97.6,71.6,2.54,77.966,11.22,0,1351,24511
22549,2019-03-20-T07:05,1,2,60,73,76.4,2.56,77.562,11.3,0,1356,24665
22550,2019-03-20-T07:10,1,2,63,124,94.2,2.62,77.178,11.38,2,1362,24893
22551,2019-03-20-T07:15,1,2,52.4,137.8,90,2.66,76.7,11.48,20,1366,24982
22552,2019-03-20-T07:20,1,2,54.8,103.4,85,2.68,76.432,11.54,68,1368,25079
22553,2019-03-20-T07:25,1,2,66.8,30.6,75.8,2.72,76.044,11.62,133,1370,25072
22554,2019-03-20-T07:30,1,2,52.8,118.2,88.2,2.74,75.572,11.72,209,1366,25052
22555,2019-03-20-T07:35,1,2,95.6,131.8,139.2,2.8,75.678,11.8,325,1331,25129
22556,2019-03-20-T07:40,1,2,66,90.4,96,2.82,75.328,11.88,415,1269,25149
22557,2019-03-20-T07:45,1,2,38.6,136.8,86.2,2.84,74.834,11.98,479,1233,25148
22558,2019-03-20-T07:50,1,2,67.2,124,112.2,2.86,74.564,12.04,572,1224,25183
22559,2019-03-20-T07:55,1,2,99,84.4,131.4,2.92,74.118,12.14,650,1192,25121
22560,2019-03-20-T08:00,1,2,119.2,78.2,152,2.92,73.632,12.24,750,1179,25139
22561,2019-03-20-T08:05,1,2,136.2,220.6,231.6,2.98,73.254,12.32,871,1178,25179
22562,2019-03-20-T08:10,1,2,132,200.2,220.6,3.02,72.774,12.42,978,1150,25099
22563,2019-03-20-T08:15,1,2,153.2,245,258.8,3.06,72.416,12.5,1112,1101,25104
22564,2019-03-20-T08:20,1,2,163.6,265.2,286,3.12,71.942,12.6,1186,1089,25127
22565,2019-03-20-T08:25,1,2,132.8,333.6,289.4,3.12,71.474,12.7,1225,1096,25185
22566,2019-03-20-T08:30,1,2,175.2,344.2,341.2,3.16,71.11,12.78,1318,1088,25159
22567,2019-03-20-T08:35,1,2,165.6,317.6,319.4,3.18,69.926,12.88,1393,1100,25159
22568,2019-03-20-T08:40,1,2,129.2,325.2,288.2,3.24,69.472,12.98,1504,1111,25100
22569,2019-03-20-T08:45,1,2,183,218.4,294.2,3.26,69.134,13.06,1583,1108,25069
22570,2019-03-20-T08:50,1,2,185.8,182,281.2,3.3,68.592,13.18,1658,1088,25024
22571,2019-03-20-T08:55,1,2,184.8,240.4,311.6,3.32,68.356,13.24,1749,1069,25031
22572,2019-03-20-T09:00,1,2,196.4,153.4,279.8,3.36,67.914,13.34,1813,1070,25030
22573,2019-03-20-T09:05,1,2,164.8,322,341.6,3.36,67.648,13.4,1878,1077,25017
22574,2019-03-20-T09:10,1,2,211.8,209.4,329.8,3.38,67.318,13.48,1996,1089,25011
22575,2019-03-20-T09:15,1,2,160.6,362,368.6,3.4,66.976,13.56,2099,1109,24930
22576,2019-03-20-T09:20,1,2,147.2,248.2,294.8,3.4,66.822,13.6,2145,1097,24888
22577,2019-03-20-T09:25,1,2,193.8,195.8,312.8,3.42,66.39,13.7,2266,1074,24805
22578,2019-03-20-T09:30,1,2,186.6,221,323.8,3.44,66.16,13.76,2340,1090,24805
22579,2019-03-20-T09:35,1,2,193,233.2,340.2,3.44,64.296,13.82,2362,1086,24805
22580,2019-03-20-T09:40,1,2,223.4,125.8,303.2,3.42,63.986,13.9,2670,1059,24615
22581,2019-03-20-T09:45,1,2,190.6,219.8,334,3.44,63.572,14,2861,1037,24487
22582,2019-03-20-T09:50,1,2,176.6,200.8,311.6,3.44,63.518,14.02,3023,1041,24443
22583,2019-03-20-T09:55,1,2,217,239.4,380.8,3.46,63.108,14.12,3111,1029,24357
22584,2019-03-20-T10:00,1,2,217,239.4,379,3.48,62.808,14.2,3392,1035,24264
22585,2019-03-20-T10:05,1,2,202.4,195.8,338,3.48,62.67,14.24,3553,1056,24258
22586,2019-03-20-T10:10,1,2,228.4,210.8,375.4,3.44,62.67,14.24,3810,1083,24127
22587,2019-03-20-T10:15,1,2,241.8,203,386.4,3.44,62.424,14.3,4087,1086,24075
22588,2019-03-20-T10:20,1,2,239.8,208.2,388.8,3.42,62.372,14.32,4009,1101,23958
22589,2019-03-20-T10:25,1,2,233.2,219.6,391.6,3.44,62.32,14.34,4197,1111,24086
22590,2019-03-20-T10:30,1,2,253.2,251.8,436.4,3.4,62.166,14.38,4245,1133,24151
22591,2019-03-20-T10:35,1,2,266.4,276.4,469.2,3.38,60.948,14.4,4318,1162,24151
22592,2019-03-20-T10:40,1,2,264.2,263.8,459.8,3.36,60.842,14.44,4379,1187,24149
22593,2019-03-20-T10:45,1,2,275.2,291.4,492.6,3.34,60.696,14.48,4450,1161,23282
22594,2019-03-20-T10:50,1,2,277,282.6,489,3.32,60.566,14.52,4356,1124,23678
22595,2019-03-20-T10:55,1,2,246,199.2,398,3.32,60.566,14.52,4535,1212,23647
22596,2019-03-20-T11:00,1,2,254.4,229.8,432.2,3.3,60.436,14.56,4936,1217,23592
22597,2019-03-20-T11:05,1,2,247.4,240.6,435.2,3.32,60.39,14.58,5300,1220,23465
22598,2019-03-20-T11:10,1,2,234.2,237.8,420.4,3.28,60.344,14.6,5364,1221,23364
22599,2019-03-20-T11:15,1,2,251.2,309.4,497,3.28,60.444,14.58,5309,1227,23405
22600,2019-03-20-T11:20,1,2,256,433.2,603.4,3.26,60.4,14.6,5329,1217,23335
22601,2019-03-20-T11:25,1,2,228.6,481.4,617.2,3.26,60.4,14.6,5293,1198,23240
22602,2019-03-20-T11:30,1,2,200,413,534.8,3.26,60.354,14.62,5421,1167,23153
22603,2019-03-20-T11:35,1,2,204.4,393.2,524.4,3.26,60.438,14.64,5451,1162,23062
22604,2019-03-20-T11:40,1,2,265.6,322.8,530.6,3.24,60.438,14.64,5348,1155,23012
22605,2019-03-20-T11:45,1,2,256.6,329.4,527,3.24,60.394,14.66,5312,1166,22986
22606,2019-03-20-T11:50,1,2,246,459.8,621,3.24,60.35,14.68,5390,1158,23040
22607,2019-03-20-T11:55,1,2,260.2,473.8,646.2,3.22,60.436,14.66,5467,1222,23053
22608,2019-03-20-T12:00,1,2,258.6,502.8,667.8,3.2,60.392,14.68,5424,1269,22982
22609,2019-03-20-T12:05,1,2,322.4,366.6,621.2,3.24,60.45,14.66,5500,1295,22943
22610,2019-03-20-T12:10,1,2,306.4,443,666.4,3.22,60.406,14.68,5521,1285,22983
22611,2019-03-20-T12:15,1,2,282.6,434.4,634.6,3.24,60.406,14.68,5628,1287,22920
22612,2019-03-20-T12:20,1,2,292,464.6,668,3.24,60.492,14.66,5607,1329,22911
22613,2019-03-20-T12:25,1,2,301.8,394.8,621.8,3.24,60.494,14.66,5649,1362,22939
22614,2019-03-20-T12:30,1,2,330.6,347.6,609.4,3.24,60.51,14.66,5490,1360,22911
22615,2019-03-20-T12:35,1,2,257.2,448.4,619.4,3.24,60.556,14.66,5380,1384,22911
22616,2019-03-20-T12:40,1,2,206.6,453.2,572,3.24,60.734,14.62,5474,1443,22942
22617,2019-03-20-T12:45,1,2,162.2,537.6,591.4,3.24,60.636,14.64,5691,1470,23021
22618,2019-03-20-T12:50,1,2,255.6,353.2,532.8,3.24,60.654,14.64,5990,1505,23049
22619,2019-03-20-T12:55,1,2,177.4,354,453.2,3.28,60.74,14.62,6153,1524,23015
22620,2019-03-20-T13:00,1,2,177.4,358.2,454.8,3.26,60.842,14.6,6036,1477,22953
22621,2019-03-20-T13:05,1,2,197.2,371.6,483,3.28,60.842,14.6,5845,1450,22993
22622,2019-03-20-T13:10,1,2,202,399.2,506.4,3.3,60.804,14.6,5462,1390,22938
22623,2019-03-20-T13:15,1,2,194.6,404.6,501,3.28,60.89,14.58,5208,1310,22919
22624,2019-03-20-T13:20,1,2,186,426,506,3.3,60.89,14.58,4936,1241,22883
22625,2019-03-20-T13:25,1,2,202.6,435.8,527.2,3.3,60.992,14.56,4710,1186,22892
22626,2019-03-20-T13:30,1,2,139.2,519,522.6,3.32,61.098,14.52,4760,1191,22993
22627,2019-03-20-T13:35,1,2,141.2,518.8,521,3.32,60.756,14.5,4737,1175,23116
22628,2019-03-20-T13:40,1,2,134.2,516.4,508.6,3.34,60.756,14.5,4692,1165,23095
22629,2019-03-20-T13:45,1,2,133.4,514.8,502.8,3.32,60.82,14.48,4873,1162,23096
22630,2019-03-20-T13:50,1,2,148,523.6,519.4,3.34,60.922,14.46,4897,1220,23103
22631,2019-03-20-T13:55,1,2,149.4,528,520.2,3.36,60.996,14.44,4831,1236,23094
22632,2019-03-20-T14:00,1,2,162.8,529.2,530,3.36,61.06,14.42,4875,1221,23069
22633,2019-03-20-T14:05,1,2,154.8,512.6,505.8,3.36,61.108,14.4,4917,1262,23129
22634,2019-03-20-T14:10,1,2,193.4,415.6,474,3.36,61.154,14.38,5110,1325,23201
22635,2019-03-20-T14:15,1,2,186,426.4,469.8,3.36,61.302,14.34,5215,1386,23090
22636,2019-03-20-T14:20,1,2,174.6,380.4,425.6,3.38,61.55,14.28,5308,1532,23120
22637,2019-03-20-T14:25,1,2,190.8,521,528.4,3.38,61.596,14.26,5184,1663,23040
22638,2019-03-20-T14:30,1,2,181.2,593.6,561.2,3.38,61.794,14.2,5123,1783,22994
22639,2019-03-20-T14:35,1,2,184.6,571.4,545.2,3.4,61.606,14.2,5092,1844,22938
22640,2019-03-20-T14:40,1,2,170.6,556.4,514.8,3.38,61.658,14.18,5172,1898,22941
22641,2019-03-20-T14:45,1,2,174.8,548.4,508,3.4,61.952,14.1,4978,1961,22948
22642,2019-03-20-T14:50,1,2,166,543,489.6,3.4,62.056,14.08,4706,2041,22974
22643,2019-03-20-T14:55,1,2,162.2,540.6,477.6,3.42,62.108,14.06,4471,2116,23009
22644,2019-03-20-T15:00,1,2,158.8,552.6,474.6,3.4,62.242,14.02,4329,2124,22975
22645,2019-03-20-T15:05,1,2,153.4,544.6,457.4,3.4,62.242,14.02,4291,2117,22963
22646,2019-03-20-T15:10,1,2,145.8,555.6,449,3.4,62.242,14.02,4275,2154,22918
22647,2019-03-20-T15:15,1,2,153.4,548.6,446,3.4,62.242,14.02,3995,2182,22826
22648,2019-03-20-T15:20,1,2,149.4,523.2,421,3.4,62.242,14.02,3974,2234,22818
22649,2019-03-20-T15:25,1,2,144.2,501.8,397.6,3.4,62.242,14.02,3887,2243,22886
22650,2019-03-20-T15:30,1,2,131.8,503,378.8,3.4,62.242,14.02,3805,2264,22890
22651,2019-03-20-T15:35,1,2,120.4,453.4,335.4,3.4,62.242,14.02,3769,2251,22838
22652,2019-03-20-T15:40,1,2,118.8,443,322.2,3.4,62.242,14.02,3762,2256,22788
22653,2019-03-20-T15:45,1,2,119.8,435.4,313.4,3.4,62.242,14.02,3679,2229,22753
22654,2019-03-20-T15:50,1,2,126.4,418,306.4,3.4,62.242,14.02,3717,2203,22812
22655,2019-03-20-T15:55,1,2,130.2,211,216.4,3.4,62.242,14.02,3624,2195,22864
22656,2019-03-20-T16:00,1,2,105.4,299.6,224.8,3.16,65.93,13.36,3573,2173,22842
22657,2019-03-20-T16:05,1,2,112.2,340.8,243.2,3.12,66.526,13.22,3706,2118,22901
22658,2019-03-20-T16:10,1,2,105,410.4,258.6,3.06,67.004,13.1,3694,2107,22906
22659,2019-03-20-T16:15,1,2,93.2,420.4,245.6,3,67.332,13.02,3685,2102,22974
22660,2019-03-20-T16:20,1,2,101,348.6,220,2.94,67.85,12.9,3706,2207,23013
22661,2019-03-20-T16:25,1,2,104.4,298,200.6,2.86,68.252,12.8,3866,2295,23032
22662,2019-03-20-T16:30,1,2,96,296.6,186.6,2.8,68.59,12.72,3974,2353,23013
22663,2019-03-20-T16:35,1,2,91.4,233,157.6,2.76,71.902,12.6,3980,2440,23047
22664,2019-03-20-T16:40,1,2,79.8,222,139.2,2.68,72.388,12.5,3704,2498,23036
22665,2019-03-20-T16:45,1,2,80,251.4,147,2.64,72.832,12.4,3552,2514,23122
22666,2019-03-20-T16:50,1,2,73,287.8,145.2,2.56,73.282,12.3,3738,2526,23212
22667,2019-03-20-T16:55,1,2,63.2,284.6,131.4,2.5,73.776,12.2,3814,2512,23306
22668,2019-03-20-T17:00,1,2,59.4,280.8,121.8,2.46,74.346,12.08,3587,2482,23357
22669,2019-03-20-T17:05,1,2,59.6,190,100.4,2.42,74.836,11.98,3614,2506,23349
22670,2019-03-20-T17:10,1,2,46.8,175.6,81.8,2.42,75.334,11.88,3506,2541,23454
22671,2019-03-20-T17:15,1,2,42.4,169.8,73.4,2.4,75.834,11.78,3368,2535,23479
22672,2019-03-20-T17:20,1,2,46.6,93.4,61.2,2.36,76.424,11.66,3100,2467,23567
22673,2019-03-20-T17:25,1,2,42,126.6,61.4,2.34,77.05,11.54,2994,2431,23701
22674,2019-03-20-T17:30,1,2,34.8,95.6,48.6,2.34,77.446,11.46,2771,2422,23805
